,v,vw,o,c,h,l,t,n
936,16917.0,1.3747,1.37538,1.37404,1.37689,1.37324,2013-12-29 08:00:00,16917
937,88621.0,1.3781,1.37404,1.3798,1.3818,1.37271,2013-12-30 08:00:00,88621
938,53290.0,1.3775,1.3798,1.37769,1.37981,1.37587,2013-12-31 08:00:00,53290
939,53.0,1.3744,1.37429,1.37447,1.37458,1.37429,2014-01-01 08:00:00,53
940,179989.0,1.3681,1.37445,1.3662,1.37574,1.36284,2014-01-02 08:00:00,179989
941,112483.0,1.3624,1.36622,1.3588,1.36639,1.35812,2014-01-03 08:00:00,112483
942,17119.0,1.3588,1.35916,1.35815,1.36005,1.35773,2014-01-05 08:00:00,17119
943,126424.0,1.3615,1.35815,1.36233,1.36521,1.35702,2014-01-06 08:00:00,126424
944,130455.0,1.3623,1.36233,1.36309,1.36553,1.35953,2014-01-07 08:00:00,130455
945,148789.0,1.3588,1.3631,1.35782,1.3634,1.35523,2014-01-08 08:00:00,148789
946,157143.0,1.3592,1.35781,1.36117,1.36321,1.35469,2014-01-09 08:00:00,157143
947,145355.0,1.364,1.36117,1.36661,1.36863,1.35672,2014-01-10 08:00:00,145355
948,16233.0,1.3671,1.36755,1.36779,1.36837,1.36605,2014-01-12 08:00:00,16233
949,110582.0,1.3658,1.3678,1.36643,1.368,1.36363,2014-01-13 08:00:00,110582
950,123325.0,1.3671,1.36643,1.36324,1.36983,1.36262,2014-01-14 08:00:00,123325
951,115174.0,1.3607,1.36324,1.36211,1.36437,1.35802,2014-01-15 08:00:00,115174
952,117522.0,1.3614,1.36211,1.3612,1.36487,1.35821,2014-01-16 08:00:00,117522
953,103150.0,1.3571,1.36119,1.35353,1.36199,1.35158,2014-01-17 08:00:00,103150
954,19840.0,1.3523,1.35364,1.35255,1.3537,1.35065,2014-01-19 08:00:00,19840
955,75871.0,1.3552,1.35255,1.35417,1.35671,1.35255,2014-01-20 08:00:00,75871
956,121202.0,1.3544,1.35417,1.35618,1.35791,1.35152,2014-01-21 08:00:00,121202
957,107188.0,1.3551,1.35618,1.35436,1.35828,1.35292,2014-01-22 08:00:00,107188
958,175315.0,1.365,1.35435,1.36846,1.36975,1.35366,2014-01-23 08:00:00,175315
959,153712.0,1.3687,1.36845,1.36703,1.37383,1.36616,2014-01-24 08:00:00,153712
960,19026.0,1.3682,1.36738,1.36809,1.36897,1.36721,2014-01-26 08:00:00,19026
961,133335.0,1.3675,1.36809,1.36769,1.37155,1.36521,2014-01-27 08:00:00,133335
962,118867.0,1.3659,1.36769,1.36509,1.36872,1.3628,2014-01-28 08:00:00,118867
963,176024.0,1.3653,1.36509,1.36474,1.36837,1.36019,2014-01-29 08:00:00,176024
964,150072.0,1.3583,1.36474,1.35485,1.36558,1.35422,2014-01-30 08:00:00,150072
965,158495.0,1.3517,1.35485,1.34876,1.35724,1.34781,2014-01-31 08:00:00,158495
966,16086.0,1.3485,1.34797,1.34825,1.34943,1.3478,2014-02-02 08:00:00,16086
967,150263.0,1.3507,1.34826,1.35067,1.35344,1.3476,2014-02-03 08:00:00,150263
968,116131.0,1.3514,1.35068,1.35116,1.35378,1.34922,2014-02-04 08:00:00,116131
969,122010.0,1.3524,1.35116,1.35216,1.35545,1.34977,2014-02-05 08:00:00,122010
970,136998.0,1.3564,1.35215,1.35894,1.36179,1.34809,2014-02-06 08:00:00,136998
971,109242.0,1.3594,1.35894,1.36314,1.36428,1.35511,2014-02-07 08:00:00,109242
972,12657.0,1.3623,1.3615,1.3622,1.36293,1.36146,2014-02-09 08:00:00,12657
973,72410.0,1.3641,1.36217,1.36667,1.36776,1.36192,2014-02-10 08:00:00,72410
974,112650.0,1.3656,1.36666,1.36279,1.36822,1.36245,2014-02-11 08:00:00,112650
975,123978.0,1.36,1.3628,1.36114,1.36515,1.35611,2014-02-12 08:00:00,123978
976,124635.0,1.3662,1.36114,1.36803,1.36912,1.36063,2014-02-13 08:00:00,124635
977,86129.0,1.3694,1.36802,1.36899,1.37138,1.36744,2014-02-14 08:00:00,86129
978,17380.0,1.3709,1.37082,1.37083,1.37232,1.3694,2014-02-16 08:00:00,17380
979,65760.0,1.3703,1.37082,1.3712,1.37177,1.36909,2014-02-17 08:00:00,65760
980,98732.0,1.374,1.3712,1.37633,1.37722,1.37006,2014-02-18 08:00:00,98732
981,92628.0,1.3748,1.37633,1.37546,1.37665,1.37232,2014-02-19 08:00:00,92628
982,108104.0,1.3711,1.37546,1.37158,1.37614,1.36845,2014-02-20 08:00:00,108104
983,85915.0,1.3725,1.37158,1.37354,1.37576,1.37009,2014-02-21 08:00:00,85915
984,10343.0,1.3736,1.37288,1.37362,1.37414,1.37271,2014-02-23 08:00:00,10343
985,92570.0,1.3736,1.37363,1.37336,1.37704,1.37073,2014-02-24 08:00:00,92570
986,107990.0,1.3745,1.37337,1.37384,1.3766,1.37143,2014-02-25 08:00:00,107990
987,122633.0,1.3702,1.37384,1.36855,1.37562,1.36605,2014-02-26 08:00:00,122633
988,119743.0,1.3678,1.36855,1.36993,1.37257,1.3642,2014-02-27 08:00:00,119743
989,139814.0,1.3784,1.36993,1.37984,1.38238,1.36931,2014-02-28 08:00:00,139814
990,17809.0,1.3776,1.37581,1.37783,1.37872,1.37518,2014-03-02 08:00:00,17809
991,112875.0,1.376,1.37783,1.37318,1.37916,1.37197,2014-03-03 08:00:00,112875
992,102454.0,1.375,1.37318,1.37304,1.37806,1.37248,2014-03-04 08:00:00,102454
993,109129.0,1.3728,1.37304,1.37227,1.37483,1.37062,2014-03-05 08:00:00,109129
994,160379.0,1.3802,1.37227,1.38567,1.38721,1.37193,2014-03-06 08:00:00,160379
995,108234.0,1.3876,1.38567,1.38774,1.39141,1.38509,2014-03-07 08:00:00,108234
996,10371.0,1.3882,1.38701,1.38858,1.38911,1.38701,2014-03-09 08:00:00,10371
997,77048.0,1.3877,1.38861,1.3866,1.38966,1.38605,2014-03-10 08:00:00,77048
998,89881.0,1.3857,1.38659,1.38522,1.38755,1.38326,2014-03-11 08:00:00,89881
999,103550.0,1.3883,1.38522,1.39009,1.39133,1.38423,2014-03-12 08:00:00,103550
1000,176633.0,1.3908,1.39009,1.38603,1.39657,1.38446,2014-03-13 08:00:00,176633
1001,111822.0,1.3895,1.38603,1.39044,1.39365,1.38464,2014-03-14 08:00:00,111822
1002,10848.0,1.3906,1.39033,1.39052,1.39159,1.39002,2014-03-16 08:00:00,10848
1003,94747.0,1.3912,1.39052,1.39297,1.39466,1.38779,2014-03-17 08:00:00,94747
1004,113249.0,1.3912,1.39299,1.39204,1.3942,1.38787,2014-03-18 08:00:00,113249
1005,138000.0,1.3874,1.39205,1.38302,1.39295,1.38086,2014-03-19 08:00:00,138000
1006,114185.0,1.3787,1.38303,1.37831,1.38439,1.3748,2014-03-20 08:00:00,114185
1007,77139.0,1.379,1.37833,1.37854,1.38097,1.37646,2014-03-21 08:00:00,77139
1008,11425.0,1.3793,1.37962,1.38,1.38047,1.37851,2014-03-23 08:00:00,11425
1009,100353.0,1.3801,1.38,1.38331,1.38643,1.37592,2014-03-24 08:00:00,100353
1010,139848.0,1.3808,1.38329,1.38117,1.38461,1.37479,2014-03-25 08:00:00,139848
1011,109382.0,1.3794,1.38117,1.37815,1.38205,1.37754,2014-03-26 08:00:00,109382
1012,122304.0,1.3757,1.37815,1.37454,1.37934,1.37274,2014-03-27 08:00:00,122304
1013,90797.0,1.374,1.37455,1.3751,1.37721,1.37037,2014-03-28 08:00:00,90797
1014,12032.0,1.3752,1.37607,1.37457,1.37621,1.37437,2014-03-30 08:00:00,12032
1015,126871.0,1.3776,1.37458,1.37737,1.38079,1.37182,2014-03-31 08:00:00,126871
1016,86985.0,1.3795,1.37736,1.38008,1.38143,1.37705,2014-04-01 08:00:00,86985
1017,85392.0,1.3779,1.38008,1.37565,1.38193,1.37521,2014-04-02 08:00:00,85392
1018,144157.0,1.3743,1.37566,1.37107,1.38055,1.3697,2014-04-03 08:00:00,144157
1019,125724.0,1.37,1.37107,1.37011,1.37302,1.36716,2014-04-04 08:00:00,125724
1020,6285.0,1.3699,1.36919,1.36968,1.37032,1.36919,2014-04-06 08:00:00,6285
1021,70355.0,1.373,1.36969,1.37413,1.37475,1.36961,2014-04-07 08:00:00,70355
1022,106876.0,1.3783,1.37413,1.37913,1.38105,1.37361,2014-04-08 08:00:00,106876
1023,119246.0,1.3819,1.37912,1.38458,1.38695,1.37788,2014-04-09 08:00:00,119246
1024,107274.0,1.3872,1.38457,1.38916,1.38981,1.38348,2014-04-10 08:00:00,107274
1025,83941.0,1.3886,1.38916,1.3883,1.39048,1.38623,2014-04-11 08:00:00,83941
1026,14341.0,1.3849,1.38373,1.38523,1.3859,1.38371,2014-04-13 08:00:00,14341
1027,104268.0,1.3825,1.38522,1.38133,1.38619,1.38071,2014-04-14 08:00:00,104268
1028,102762.0,1.3808,1.38132,1.38162,1.38323,1.37889,2014-04-15 08:00:00,102762
1029,94772.0,1.3827,1.38162,1.38371,1.38504,1.38026,2014-04-16 08:00:00,94772
1030,77020.0,1.3837,1.38371,1.38126,1.38637,1.38073,2014-04-17 08:00:00,77020
1031,10887.0,1.3815,1.3813,1.38048,1.38212,1.38017,2014-04-18 08:00:00,10887
1032,4905.0,1.381,1.38063,1.38095,1.38162,1.38038,2014-04-20 08:00:00,4905
1033,33236.0,1.3804,1.38098,1.37941,1.38293,1.37859,2014-04-21 08:00:00,33236
1034,72628.0,1.3805,1.37941,1.38155,1.38237,1.37839,2014-04-22 08:00:00,72628
1035,96437.0,1.3827,1.38155,1.38222,1.38536,1.37983,2014-04-23 08:00:00,96437
1036,90704.0,1.382,1.38222,1.38305,1.38422,1.37903,2014-04-24 08:00:00,90704
1037,53028.0,1.3837,1.38306,1.38327,1.38472,1.38273,2014-04-25 08:00:00,53028
1038,8778.0,1.3826,1.38428,1.38234,1.38428,1.38136,2014-04-27 08:00:00,8778
1039,86326.0,1.3856,1.38234,1.38615,1.38784,1.38171,2014-04-28 08:00:00,86326
1040,95711.0,1.3834,1.38615,1.3805,1.38781,1.38027,2014-04-29 08:00:00,95711
1041,128993.0,1.3842,1.3805,1.38687,1.38756,1.37705,2014-04-30 08:00:00,128993
1042,51415.0,1.3872,1.38688,1.38602,1.3888,1.38561,2014-05-01 08:00:00,51415
1043,98905.0,1.3847,1.38603,1.38713,1.38806,1.3811,2014-05-02 08:00:00,98905
1044,6539.0,1.3871,1.38813,1.38738,1.3882,1.38634,2014-05-04 08:00:00,6539
1045,58625.0,1.3876,1.38737,1.38788,1.3885,1.38681,2014-05-05 08:00:00,58625
1046,104466.0,1.3925,1.38787,1.39237,1.39503,1.38745,2014-05-06 08:00:00,104466
1047,90987.0,1.3922,1.39238,1.39152,1.39375,1.39043,2014-05-07 08:00:00,90987
1048,171291.0,1.3904,1.39153,1.38372,1.39927,1.38308,2014-05-08 08:00:00,171291
1049,104660.0,1.3789,1.38372,1.37599,1.38423,1.37436,2014-05-09 08:00:00,104660
1050,9789.0,1.3755,1.37474,1.37568,1.37602,1.37474,2014-05-11 08:00:00,9789
1051,68247.0,1.3762,1.37568,1.37561,1.37738,1.37518,2014-05-12 08:00:00,68247
1052,138289.0,1.3721,1.37561,1.37159,1.37704,1.36879,2014-05-13 08:00:00,138289
1053,102561.0,1.3714,1.37159,1.37197,1.37297,1.37018,2014-05-14 08:00:00,102561
1054,155629.0,1.3685,1.37196,1.37154,1.37314,1.36472,2014-05-15 08:00:00,155629
1055,81661.0,1.3704,1.37153,1.36925,1.37259,1.36843,2014-05-16 08:00:00,81661
1056,8272.0,1.3702,1.36894,1.37028,1.371,1.36884,2014-05-18 08:00:00,8272
1057,91397.0,1.3715,1.37029,1.37108,1.37331,1.36995,2014-05-19 08:00:00,91397
1058,82814.0,1.3696,1.37108,1.37008,1.37123,1.36768,2014-05-20 08:00:00,82814
1059,115810.0,1.368,1.37008,1.36713,1.37224,1.36332,2014-05-21 08:00:00,115810
1060,99555.0,1.3663,1.36713,1.36444,1.3686,1.36398,2014-05-22 08:00:00,99555
1061,79858.0,1.3631,1.36445,1.3628,1.36515,1.36146,2014-05-23 08:00:00,79858
1062,9945.0,1.3621,1.36185,1.36185,1.3639,1.36115,2014-05-25 08:00:00,9945
1063,52316.0,1.3642,1.36183,1.36553,1.36675,1.36156,2014-05-26 08:00:00,52316
1064,90156.0,1.3636,1.36554,1.36345,1.36575,1.36114,2014-05-27 08:00:00,90156
1065,97589.0,1.3608,1.36344,1.36046,1.36364,1.35874,2014-05-28 08:00:00,97589
1066,89874.0,1.3606,1.36045,1.36028,1.36246,1.3585,2014-05-29 08:00:00,89874
1067,82372.0,1.3621,1.36028,1.36301,1.3649,1.35974,2014-05-30 08:00:00,82372
1068,9066.0,1.3625,1.36352,1.36279,1.36352,1.36194,2014-06-01 08:00:00,9066
1069,95176.0,1.3607,1.36277,1.36019,1.3635,1.35869,2014-06-02 08:00:00,95176
1070,109409.0,1.3618,1.3602,1.36118,1.36469,1.3585,2014-06-03 08:00:00,109409
1071,110540.0,1.3612,1.36117,1.3598,1.3638,1.35932,2014-06-04 08:00:00,110540
1072,223533.0,1.3592,1.3598,1.36574,1.36688,1.35018,2014-06-05 08:00:00,223533
1073,123453.0,1.3643,1.36573,1.364,1.3676,1.36199,2014-06-06 08:00:00,123453
1074,7727.0,1.3644,1.36409,1.36436,1.36472,1.36393,2014-06-08 08:00:00,7727
1075,89679.0,1.3611,1.36435,1.35884,1.36679,1.35813,2014-06-09 08:00:00,89679
1076,110544.0,1.3553,1.35884,1.35316,1.36007,1.35204,2014-06-10 08:00:00,110544
1077,3.0,1.3539,1.35316,1.35433,1.35433,1.35316,2014-06-11 08:00:00,3
1078,112825.0,1.3541,1.35432,1.35576,1.35709,1.35113,2014-06-12 08:00:00,112825
1079,80432.0,1.3547,1.35576,1.35395,1.3578,1.35198,2014-06-13 08:00:00,80432
1080,9692.0,1.3537,1.35366,1.35404,1.35431,1.35299,2014-06-15 08:00:00,9692
1081,90511.0,1.3551,1.35404,1.3561,1.3586,1.35119,2014-06-16 08:00:00,90511
1082,72469.0,1.3553,1.35609,1.35445,1.35779,1.35353,2014-06-17 08:00:00,72469
1083,113770.0,1.3568,1.35445,1.35893,1.35984,1.35407,2014-06-18 08:00:00,113770
1084,95956.0,1.362,1.35893,1.36199,1.36423,1.35866,2014-06-19 08:00:00,95956
1085,64703.0,1.3592,1.36199,1.35965,1.36329,1.35632,2014-06-20 08:00:00,64703
1086,11657.0,1.3595,1.35846,1.36024,1.36089,1.35846,2014-06-22 08:00:00,11657
1087,67767.0,1.3593,1.36024,1.35946,1.36124,1.3573,2014-06-23 08:00:00,67767
1088,91308.0,1.3607,1.35947,1.36056,1.36267,1.35824,2014-06-24 08:00:00,91308
1089,76053.0,1.3625,1.36056,1.36324,1.36502,1.35995,2014-06-25 08:00:00,76053
1090,80841.0,1.3608,1.36324,1.36252,1.36403,1.35746,2014-06-26 08:00:00,80841
1091,59435.0,1.3626,1.36252,1.36467,1.36501,1.36088,2014-06-27 08:00:00,59435
1092,4407.0,1.3643,1.36389,1.36435,1.36469,1.36389,2014-06-29 08:00:00,4407
1093,72173.0,1.3668,1.36434,1.36859,1.36967,1.36392,2014-06-30 08:00:00,72173
1094,65649.0,1.3684,1.36858,1.36757,1.36995,1.36741,2014-07-01 08:00:00,65649
1095,75371.0,1.3656,1.36758,1.36474,1.36801,1.36396,2014-07-02 08:00:00,75371
1096,99435.0,1.3623,1.36474,1.36077,1.36632,1.3595,2014-07-03 08:00:00,99435
1097,32609.0,1.3593,1.36076,1.35921,1.36094,1.35844,2014-07-04 08:00:00,32609
1098,8859.0,1.3586,1.35929,1.35829,1.35954,1.35798,2014-07-06 08:00:00,8859
1099,57638.0,1.3596,1.35828,1.36019,1.36086,1.35748,2014-07-07 08:00:00,57638
1100,62885.0,1.3603,1.36018,1.36105,1.36218,1.3587,2014-07-08 08:00:00,62885
1101,84554.0,1.3625,1.36105,1.36439,1.36483,1.36013,2014-07-09 08:00:00,84554
1102,85740.0,1.3612,1.36438,1.36018,1.36496,1.3588,2014-07-10 08:00:00,85740
1103,58373.0,1.3604,1.36019,1.36064,1.36237,1.35906,2014-07-11 08:00:00,58373
1104,9325.0,1.3602,1.35949,1.36021,1.36066,1.35949,2014-07-13 08:00:00,9325
1105,68847.0,1.362,1.36021,1.36146,1.36392,1.35963,2014-07-14 08:00:00,68847
1106,123662.0,1.3591,1.36145,1.35628,1.3627,1.35608,2014-07-15 08:00:00,123662
1107,84530.0,1.3537,1.35627,1.35266,1.35677,1.35198,2014-07-16 08:00:00,84530
1108,85923.0,1.3525,1.35266,1.35268,1.35393,1.35114,2014-07-17 08:00:00,85923
1109,84676.0,1.3516,1.35267,1.35216,1.35348,1.34897,2014-07-18 08:00:00,84676
1110,8839.0,1.353,1.35263,1.35357,1.35371,1.35223,2014-07-20 08:00:00,8839
1111,62716.0,1.3524,1.35357,1.35241,1.35479,1.35119,2014-07-21 08:00:00,62716
1112,91199.0,1.348,1.35241,1.34637,1.35258,1.34568,2014-07-22 08:00:00,91199
1113,60091.0,1.3463,1.34635,1.34593,1.34731,1.34538,2014-07-23 08:00:00,60091
1114,75536.0,1.3465,1.34593,1.34651,1.34839,1.34367,2014-07-24 08:00:00,75536
1115,72051.0,1.3442,1.34651,1.3429,1.34745,1.342,2014-07-25 08:00:00,72051
1116,10314.0,1.3429,1.34264,1.34282,1.34332,1.3426,2014-07-27 08:00:00,10314
1117,50794.0,1.3435,1.34283,1.34321,1.34428,1.34258,2014-07-28 08:00:00,50794
1118,74549.0,1.342,1.34322,1.34081,1.34433,1.34031,2014-07-29 08:00:00,74549
1119,122941.0,1.3388,1.34083,1.33953,1.341,1.33658,2014-07-30 08:00:00,122941
1120,91589.0,1.3387,1.33953,1.33869,1.33994,1.33705,2014-07-31 08:00:00,91589
1121,114600.0,1.341,1.33869,1.34268,1.34437,1.33774,2014-08-01 08:00:00,114600
1122,10464.0,1.3423,1.34278,1.34245,1.34314,1.34163,2014-08-03 08:00:00,10464
1123,55615.0,1.342,1.34244,1.34188,1.343,1.34084,2014-08-04 08:00:00,55615
1124,83580.0,1.3382,1.34187,1.33667,1.34237,1.33571,2014-08-05 08:00:00,83580
1125,96693.0,1.3361,1.33667,1.33871,1.33903,1.3332,2014-08-06 08:00:00,96693
1126,110172.0,1.3365,1.3387,1.33553,1.33927,1.3336,2014-08-07 08:00:00,110172
1127,89457.0,1.3396,1.33552,1.34078,1.34315,1.33543,2014-08-08 08:00:00,89457
1128,7377.0,1.3402,1.34078,1.3399,1.34095,1.33965,2014-08-10 08:00:00,7377
1129,51485.0,1.3386,1.33989,1.33711,1.34015,1.33665,2014-08-11 08:00:00,51485
1130,64572.0,1.3355,1.33712,1.33641,1.33754,1.33348,2014-08-12 08:00:00,64572
1131,87058.0,1.3371,1.33642,1.33602,1.34142,1.33411,2014-08-13 08:00:00,87058
1132,88020.0,1.3374,1.33601,1.33621,1.34066,1.33474,2014-08-14 08:00:00,88020
1133,93694.0,1.3386,1.33621,1.3397,1.34107,1.33595,2014-08-15 08:00:00,93694
1134,8492.0,1.3391,1.33872,1.33945,1.3398,1.33865,2014-08-17 08:00:00,8492
1135,57408.0,1.3373,1.33945,1.33565,1.33972,1.33518,2014-08-18 08:00:00,57408
1136,91020.0,1.333,1.33566,1.33045,1.33574,1.33019,2014-08-19 08:00:00,91020
1137,99722.0,1.328,1.33045,1.32439,1.33084,1.32409,2014-08-20 08:00:00,99722
1138,77669.0,1.3269,1.32438,1.32841,1.32874,1.32413,2014-08-21 08:00:00,77669
1139,104391.0,1.3256,1.32842,1.32383,1.32955,1.32196,2014-08-22 08:00:00,104391
1140,19194.0,1.3197,1.31929,1.32037,1.32055,1.31844,2014-08-24 08:00:00,19194
1141,64647.0,1.3196,1.32036,1.32018,1.32093,1.31778,2014-08-25 08:00:00,64647
1142,93587.0,1.3189,1.32018,1.31613,1.32136,1.31515,2014-08-26 08:00:00,93587
1143,100278.0,1.3186,1.31613,1.32134,1.3216,1.31555,2014-08-27 08:00:00,100278
1144,99150.0,1.3186,1.32134,1.31788,1.32197,1.31585,2014-08-28 08:00:00,99150
1145,92162.0,1.3168,1.31788,1.31307,1.3195,1.31304,2014-08-29 08:00:00,92162
1146,8658.0,1.3125,1.31254,1.31184,1.31337,1.3118,2014-08-31 08:00:00,8658
1147,56568.0,1.3131,1.31187,1.3117,1.31445,1.31158,2014-09-01 08:00:00,56568
1148,87358.0,1.3123,1.3117,1.31235,1.31357,1.31091,2014-09-02 08:00:00,87358
1149,104969.0,1.3142,1.31236,1.31469,1.31589,1.31219,2014-09-03 08:00:00,104969
1150,194423.0,1.3017,1.3147,1.29316,1.31529,1.29189,2014-09-04 08:00:00,194423
1151,112759.0,1.2956,1.29317,1.29498,1.29885,1.29291,2014-09-05 08:00:00,112759
1152,13293.0,1.2951,1.29489,1.29389,1.2958,1.29376,2014-09-07 08:00:00,13293
1153,128352.0,1.2922,1.29388,1.28727,1.29561,1.28655,2014-09-08 08:00:00,128352
1154,149462.0,1.2901,1.28727,1.29264,1.29563,1.28583,2014-09-09 08:00:00,149462
1155,165808.0,1.2921,1.29265,1.29129,1.29617,1.28826,2014-09-10 08:00:00,165808
1156,149517.0,1.2927,1.29129,1.29187,1.29507,1.28961,2014-09-11 08:00:00,149517
1157,132005.0,1.2936,1.29188,1.29568,1.29783,1.29077,2014-09-12 08:00:00,132005
1158,13216.0,1.2961,1.29663,1.29623,1.2969,1.2949,2014-09-14 08:00:00,13216
1159,114636.0,1.2936,1.29621,1.29413,1.29631,1.29074,2014-09-15 08:00:00,114636
1160,142719.0,1.2951,1.29412,1.295,1.29941,1.29211,2014-09-16 08:00:00,142719
1161,206454.0,1.2925,1.29501,1.28636,1.29803,1.28331,2014-09-17 08:00:00,206454
1162,180980.0,1.2894,1.28635,1.29183,1.29295,1.28522,2014-09-18 08:00:00,180980
1163,140785.0,1.2864,1.29183,1.28234,1.29278,1.28234,2014-09-19 08:00:00,140785
1164,16808.0,1.2847,1.28326,1.28588,1.28667,1.2824,2014-09-21 08:00:00,16808
1165,116120.0,1.2843,1.28589,1.28505,1.2866,1.28152,2014-09-22 08:00:00,116120
1166,132114.0,1.2867,1.28504,1.28556,1.29001,1.28383,2014-09-23 08:00:00,132114
1167,134927.0,1.281,1.28556,1.27655,1.28629,1.27627,2014-09-24 08:00:00,134927
1168,178421.0,1.2735,1.27655,1.27462,1.27679,1.26953,2014-09-25 08:00:00,178421
1169,126801.0,1.2718,1.27462,1.26798,1.27557,1.26757,2014-09-26 08:00:00,126801
1170,20586.0,1.2677,1.2677,1.2678,1.26865,1.26653,2014-09-28 08:00:00,20586
1171,121727.0,1.2689,1.2678,1.26921,1.27137,1.26625,2014-09-29 08:00:00,121727
1172,177859.0,1.2622,1.26922,1.26155,1.27012,1.25699,2014-09-30 08:00:00,177859
1173,173889.0,1.2612,1.26155,1.26585,1.26732,1.25824,2014-10-01 08:00:00,173889
1174,216508.0,1.2649,1.26585,1.26543,1.26979,1.26127,2014-10-02 08:00:00,216508
1175,142203.0,1.2557,1.26543,1.25122,1.26569,1.24996,2014-10-03 08:00:00,142203
1176,9413.0,1.2515,1.25113,1.25174,1.25199,1.25079,2014-10-05 08:00:00,9413
1177,165680.0,1.2584,1.25174,1.26169,1.26734,1.25127,2014-10-06 08:00:00,165680
1178,225014.0,1.2632,1.26169,1.26344,1.26821,1.25824,2014-10-07 08:00:00,225014
1179,242752.0,1.2688,1.26345,1.27422,1.27537,1.26213,2014-10-08 08:00:00,242752
1180,258630.0,1.2725,1.27423,1.26973,1.27903,1.26626,2014-10-09 08:00:00,258630
1181,173798.0,1.265,1.26972,1.26262,1.2708,1.26043,2014-10-10 08:00:00,173798
1182,29939.0,1.2663,1.26295,1.26914,1.26965,1.26194,2014-10-12 08:00:00,29939
1183,173261.0,1.2691,1.26914,1.27193,1.27672,1.26499,2014-10-13 08:00:00,173261
1184,147484.0,1.2665,1.27194,1.26422,1.27271,1.26236,2014-10-14 08:00:00,147484
1185,394592.0,1.2754,1.26422,1.2818,1.28861,1.2636,2014-10-15 08:00:00,394592
1186,347456.0,1.2777,1.2818,1.27953,1.28389,1.27044,2014-10-16 08:00:00,347456
1187,167490.0,1.279,1.27952,1.27579,1.28357,1.27427,2014-10-17 08:00:00,167490
1188,23166.0,1.2754,1.27492,1.27572,1.27683,1.27353,2014-10-19 08:00:00,23166
1189,161579.0,1.2774,1.27572,1.28093,1.28156,1.27301,2014-10-20 08:00:00,161579
1190,184034.0,1.2763,1.28093,1.27243,1.28393,1.27052,2014-10-21 08:00:00,184034
1191,181820.0,1.2678,1.27245,1.26368,1.27387,1.26318,2014-10-22 08:00:00,181820
1192,168928.0,1.265,1.2637,1.26546,1.26755,1.26125,2014-10-23 08:00:00,168928
1193,133426.0,1.2661,1.26545,1.26682,1.26946,1.26338,2014-10-24 08:00:00,133426
1194,20958.0,1.269,1.26757,1.27044,1.27134,1.26695,2014-10-26 08:00:00,20958
1195,134863.0,1.2695,1.27044,1.27083,1.27225,1.26645,2014-10-27 08:00:00,134863
1196,152853.0,1.2725,1.27083,1.27339,1.27638,1.26835,2014-10-28 08:00:00,152853
1197,173325.0,1.2702,1.27339,1.26171,1.27696,1.26152,2014-10-29 08:00:00,173325
1198,210132.0,1.2595,1.2617,1.26017,1.2631,1.25459,2014-10-30 08:00:00,210132
1199,258055.0,1.2545,1.26017,1.25184,1.26026,1.24845,2014-10-31 08:00:00,258055
1200,49489.0,1.2475,1.25034,1.24831,1.2513,1.24378,2014-11-02 08:00:00,49489
1201,210659.0,1.2494,1.24831,1.25168,1.25302,1.24697,2014-11-03 08:00:00,210659
1202,192834.0,1.2531,1.2517,1.25566,1.25763,1.24994,2014-11-04 08:00:00,192834
1203,261137.0,1.2491,1.25569,1.25129,1.2558,1.2456,2014-11-05 08:00:00,261137
1204,291161.0,1.2449,1.25129,1.23699,1.25323,1.23636,2014-11-06 08:00:00,291161
1205,245185.0,1.2408,1.23699,1.2452,1.24687,1.23567,2014-11-07 08:00:00,245185
1206,30135.0,1.247,1.24713,1.24799,1.24881,1.2452,2014-11-09 08:00:00,30135
1207,173769.0,1.2456,1.24799,1.24175,1.25081,1.24089,2014-11-10 08:00:00,173769
1208,185779.0,1.2439,1.24176,1.24656,1.24985,1.23931,2014-11-11 08:00:00,185779
1209,235084.0,1.2459,1.24656,1.2445,1.24967,1.24179,2014-11-12 08:00:00,235084
1210,172193.0,1.2465,1.24451,1.244,1.24907,1.2433,2014-11-13 08:00:00,172193
1211,203617.0,1.2463,1.24401,1.25207,1.25453,1.23973,2014-11-14 08:00:00,203617
1212,48457.0,1.2544,1.25311,1.25468,1.25765,1.25122,2014-11-16 08:00:00,48457
1213,171429.0,1.2482,1.25469,1.24709,1.25498,1.24422,2014-11-17 08:00:00,171429
1214,197552.0,1.2516,1.24709,1.25182,1.25441,1.24669,2014-11-18 08:00:00,197552
1215,230260.0,1.2544,1.25182,1.25461,1.25993,1.25127,2014-11-19 08:00:00,230260
1216,283070.0,1.2539,1.25461,1.25511,1.25742,1.25031,2014-11-20 08:00:00,283070
1217,234177.0,1.2447,1.25513,1.23863,1.25553,1.23737,2014-11-21 08:00:00,234177
1218,30772.0,1.238,1.23617,1.23956,1.23967,1.23581,2014-11-23 08:00:00,30772
1219,189405.0,1.2414,1.23955,1.24184,1.24436,1.23723,2014-11-24 08:00:00,189405
1220,186791.0,1.2447,1.24185,1.24728,1.24861,1.24009,2014-11-25 08:00:00,186791
1221,206047.0,1.2485,1.24727,1.25086,1.25307,1.24425,2014-11-26 08:00:00,206047
