,v,vw,o,c,h,l,t,n
2960,391133.0,1.1223,1.12422,1.12227,1.12535,1.11904,2020-06-25 08:00:00,391133
2961,240821.0,1.1219,1.12226,1.12162,1.12394,1.11953,2020-06-26 08:00:00,240821
2962,36407.0,1.1232,1.12161,1.12395,1.12468,1.12157,2020-06-28 08:00:00,36407
2963,264016.0,1.1253,1.12396,1.12379,1.12878,1.12192,2020-06-29 08:00:00,264016
2964,335636.0,1.1225,1.1238,1.12266,1.1262,1.11909,2020-06-30 08:00:00,335636
2965,316722.0,1.1237,1.12267,1.1263,1.12752,1.11852,2020-07-01 08:00:00,316722
2966,312005.0,1.1261,1.12629,1.12448,1.13027,1.12233,2020-07-02 08:00:00,312005
2967,218350.0,1.1238,1.12448,1.12434,1.12512,1.12192,2020-07-03 08:00:00,218350
2968,34530.0,1.1265,1.12408,1.12827,1.12853,1.12408,2020-07-05 08:00:00,34530
2969,275433.0,1.1308,1.12827,1.13101,1.13454,1.12811,2020-07-06 08:00:00,275433
2970,290755.0,1.1286,1.13101,1.12781,1.1316,1.12587,2020-07-07 08:00:00,290755
2971,290312.0,1.131,1.12781,1.13623,1.13641,1.12623,2020-07-08 08:00:00,290312
2972,333496.0,1.1318,1.13623,1.12743,1.13706,1.12693,2020-07-09 08:00:00,333496
2973,227232.0,1.1294,1.12742,1.12972,1.13247,1.12549,2020-07-10 08:00:00,227232
2974,33291.0,1.1317,1.13029,1.13267,1.13305,1.13024,2020-07-12 08:00:00,33291
2975,282213.0,1.1341,1.13268,1.1342,1.13749,1.13009,2020-07-13 08:00:00,282213
2976,363090.0,1.138,1.13419,1.13976,1.14231,1.13251,2020-07-14 08:00:00,363090
2977,301333.0,1.1422,1.13976,1.14053,1.1452,1.13911,2020-07-15 08:00:00,301333
2978,319649.0,1.1404,1.14053,1.13918,1.14418,1.13705,2020-07-16 08:00:00,319649
2979,195206.0,1.1418,1.13918,1.14251,1.14437,1.13781,2020-07-17 08:00:00,195206
2980,45248.0,1.1425,1.14111,1.14186,1.14457,1.14111,2020-07-19 08:00:00,45248
2981,316346.0,1.1445,1.14186,1.14455,1.14697,1.14024,2020-07-20 08:00:00,316346
2982,347615.0,1.1476,1.14454,1.15406,1.15472,1.1423,2020-07-21 08:00:00,347615
2983,409218.0,1.1562,1.15405,1.1577,1.16016,1.15071,2020-07-22 08:00:00,409218
2984,381967.0,1.1592,1.15769,1.16132,1.16268,1.15403,2020-07-23 08:00:00,381967
2985,329506.0,1.1613,1.16131,1.16541,1.16581,1.15812,2020-07-24 08:00:00,329506
2986,93833.0,1.1685,1.16425,1.17108,1.17252,1.16415,2020-07-26 08:00:00,93833
2987,378071.0,1.1736,1.17108,1.17245,1.17814,1.16818,2020-07-27 08:00:00,378071
2988,361564.0,1.1725,1.17245,1.17287,1.17432,1.16987,2020-07-28 08:00:00,361564
2989,383681.0,1.1763,1.17288,1.17763,1.18067,1.17185,2020-07-29 08:00:00,383681
2990,473503.0,1.1801,1.17763,1.18921,1.19051,1.17311,2020-07-30 08:00:00,473503
2991,412140.0,1.1838,1.18921,1.17754,1.1909,1.1762,2020-07-31 08:00:00,412140
2992,79964.0,1.1765,1.17717,1.17731,1.17968,1.17403,2020-08-02 08:00:00,79964
2993,310609.0,1.1746,1.1773,1.17677,1.17849,1.16957,2020-08-03 08:00:00,310609
2994,353145.0,1.1773,1.17677,1.18153,1.18216,1.17214,2020-08-04 08:00:00,353145
2995,341746.0,1.186,1.18152,1.18726,1.19049,1.17993,2020-08-05 08:00:00,341746
2996,446565.0,1.1859,1.18726,1.18262,1.19162,1.1818,2020-08-06 08:00:00,446565
2997,379901.0,1.1804,1.18262,1.17832,1.18507,1.17555,2020-08-07 08:00:00,379901
2998,33221.0,1.1789,1.17876,1.17951,1.17984,1.17735,2020-08-09 08:00:00,33221
2999,274550.0,1.1761,1.17951,1.17487,1.18007,1.1722,2020-08-10 08:00:00,274550
3000,415240.0,1.1763,1.17487,1.17212,1.1808,1.17162,2020-08-11 08:00:00,415240
3001,358996.0,1.1775,1.17211,1.18077,1.18172,1.17111,2020-08-12 08:00:00,358996
3002,328235.0,1.1828,1.18076,1.18104,1.18642,1.17936,2020-08-13 08:00:00,328235
3003,247960.0,1.1818,1.18105,1.18405,1.18504,1.17817,2020-08-14 08:00:00,247960
3004,28704.0,1.185,1.18387,1.18601,1.18676,1.18301,2020-08-16 08:00:00,28704
3005,254935.0,1.1862,1.18601,1.18857,1.18966,1.18287,2020-08-17 08:00:00,254935
3006,336958.0,1.1922,1.18858,1.19298,1.19656,1.18826,2020-08-18 08:00:00,336958
3007,395813.0,1.1893,1.19297,1.18473,1.19509,1.18302,2020-08-19 08:00:00,395813
3008,378252.0,1.1843,1.18472,1.18732,1.18769,1.18022,2020-08-20 08:00:00,378252
3009,295079.0,1.18,1.18732,1.17939,1.18829,1.1754,2020-08-21 08:00:00,295079
3010,31019.0,1.1798,1.17876,1.17878,1.18068,1.17846,2020-08-23 08:00:00,31019
3011,251345.0,1.1814,1.17878,1.18058,1.18496,1.17842,2020-08-24 08:00:00,251345
3012,282202.0,1.1823,1.18058,1.18186,1.18439,1.17979,2020-08-25 08:00:00,282202
3013,282596.0,1.1816,1.18186,1.18336,1.18498,1.17725,2020-08-26 08:00:00,282596
3014,534202.0,1.182,1.18337,1.18591,1.1902,1.17621,2020-08-27 08:00:00,534202
3015,360584.0,1.1891,1.18591,1.19029,1.19197,1.18529,2020-08-28 08:00:00,360584
3016,51059.0,1.191,1.18979,1.19112,1.19294,1.18968,2020-08-30 08:00:00,51059
3017,329281.0,1.1934,1.19112,1.19895,1.19974,1.18839,2020-08-31 08:00:00,329281
3018,396455.0,1.1958,1.19896,1.19029,1.20114,1.18916,2020-09-01 08:00:00,396455
3019,364922.0,1.1852,1.19029,1.18208,1.19135,1.18201,2020-09-02 08:00:00,364922
3020,344592.0,1.1829,1.18208,1.18478,1.18646,1.1789,2020-09-03 08:00:00,344592
3021,371341.0,1.1827,1.18478,1.18356,1.18653,1.17808,2020-09-04 08:00:00,371341
3022,30950.0,1.1837,1.18449,1.18366,1.18485,1.18299,2020-09-06 08:00:00,30950
3023,173127.0,1.1824,1.18366,1.18085,1.18487,1.17951,2020-09-07 08:00:00,173127
3024,396277.0,1.1793,1.18084,1.17802,1.18276,1.17568,2020-09-08 08:00:00,396277
3025,321709.0,1.1794,1.17802,1.18221,1.18342,1.17527,2020-09-09 08:00:00,321709
3026,437043.0,1.1858,1.1822,1.18338,1.19177,1.181,2020-09-10 08:00:00,437043
3027,232713.0,1.1844,1.18338,1.18436,1.18742,1.18263,2020-09-11 08:00:00,232713
3028,25557.0,1.1843,1.18329,1.18472,1.18511,1.18319,2020-09-13 08:00:00,25557
3029,224139.0,1.1868,1.18472,1.1889,1.18908,1.18426,2020-09-14 08:00:00,224139
3030,243493.0,1.1867,1.18889,1.18467,1.19005,1.18289,2020-09-15 08:00:00,243493
3031,425259.0,1.1826,1.18466,1.17535,1.18827,1.17372,2020-09-16 08:00:00,425259
3032,346798.0,1.1808,1.17534,1.18504,1.18618,1.17498,2020-09-17 08:00:00,346798
3033,233231.0,1.1851,1.18503,1.18374,1.18705,1.18261,2020-09-18 08:00:00,233231
3034,37093.0,1.1855,1.18399,1.18673,1.18674,1.18397,2020-09-20 08:00:00,37093
3035,394823.0,1.178,1.18673,1.17679,1.18719,1.17316,2020-09-21 08:00:00,394823
3036,388946.0,1.1726,1.17679,1.16817,1.1769,1.16752,2020-09-22 08:00:00,388946
3037,346773.0,1.1683,1.16818,1.1656,1.1719,1.16512,2020-09-23 08:00:00,346773
3038,339860.0,1.1655,1.16559,1.16651,1.16869,1.16265,2020-09-24 08:00:00,339860
3039,279040.0,1.1641,1.16651,1.16279,1.16851,1.16121,2020-09-25 08:00:00,279040
3040,35174.0,1.163,1.16249,1.16356,1.16379,1.16151,2020-09-27 08:00:00,35174
3041,261667.0,1.1656,1.16356,1.16747,1.16837,1.16227,2020-09-28 08:00:00,261667
3042,287729.0,1.1711,1.16748,1.17293,1.1755,1.16651,2020-09-29 08:00:00,287729
3043,378723.0,1.1721,1.17293,1.17436,1.17516,1.16843,2020-09-30 08:00:00,378723
3044,378277.0,1.1742,1.17435,1.17161,1.17696,1.17139,2020-10-01 08:00:00,378277
3045,354631.0,1.1718,1.1716,1.17138,1.17416,1.16958,2020-10-02 08:00:00,354631
3046,37765.0,1.1724,1.1711,1.17283,1.17358,1.1706,2020-10-04 08:00:00,37765
3047,227218.0,1.1766,1.17283,1.17924,1.17986,1.17198,2020-10-05 08:00:00,227218
3048,329168.0,1.1771,1.17924,1.17284,1.18078,1.1725,2020-10-06 08:00:00,329168
3049,258835.0,1.1762,1.17283,1.17702,1.1782,1.17276,2020-10-07 08:00:00,258835
3050,215776.0,1.1759,1.17702,1.17771,1.17818,1.17329,2020-10-08 08:00:00,215776
3051,193847.0,1.1804,1.17771,1.18291,1.18309,1.17666,2020-10-09 08:00:00,193847
3052,34306.0,1.1816,1.1808,1.18168,1.18219,1.1808,2020-10-11 08:00:00,34306
3053,183638.0,1.1807,1.18168,1.17952,1.18268,1.17868,2020-10-12 08:00:00,183638
3054,231886.0,1.1767,1.17953,1.17439,1.18031,1.17305,2020-10-13 08:00:00,231886
3055,211796.0,1.1748,1.17439,1.17496,1.1771,1.17198,2020-10-14 08:00:00,211796
3056,254427.0,1.171,1.17496,1.17025,1.17578,1.16886,2020-10-15 08:00:00,254427
3057,196287.0,1.1719,1.17025,1.17133,1.17462,1.16939,2020-10-16 08:00:00,196287
3058,33515.0,1.1715,1.17169,1.17065,1.17251,1.17058,2020-10-18 08:00:00,33515
3059,215495.0,1.1762,1.17065,1.17762,1.17939,1.17032,2020-10-19 08:00:00,215495
3060,227952.0,1.1813,1.17762,1.18469,1.18483,1.176,2020-10-20 08:00:00,227952
3061,265298.0,1.1858,1.1847,1.18421,1.18808,1.18383,2020-10-21 08:00:00,265298
3062,243190.0,1.1827,1.18421,1.18006,1.18669,1.17868,2020-10-22 08:00:00,243190
3063,184244.0,1.1837,1.18005,1.18573,1.18648,1.17915,2020-10-23 08:00:00,184244
3064,39586.0,1.1843,1.18518,1.18337,1.18597,1.18326,2020-10-25 08:00:00,39586
3065,218553.0,1.1819,1.18338,1.18206,1.18477,1.18033,2020-10-26 08:00:00,218553
3066,213836.0,1.1813,1.18207,1.1777,1.18389,1.17695,2020-10-27 08:00:00,213836
3067,275009.0,1.1747,1.17771,1.17523,1.17852,1.17178,2020-10-28 08:00:00,275009
3068,306133.0,1.1699,1.17522,1.16906,1.17575,1.16502,2020-10-29 08:00:00,306133
3069,273813.0,1.1671,1.16906,1.1645,1.17043,1.164,2020-10-30 08:00:00,273813
3070,17249.0,1.1641,1.1648,1.1631,1.1649,1.1628,2020-11-01 08:00:00,17249
3071,218018.0,1.1639,1.16362,1.16496,1.16558,1.16222,2020-11-02 08:00:00,218018
3072,425221.0,1.1687,1.16497,1.16541,1.1771,1.16025,2020-11-03 08:00:00,425221
3073,420597.0,1.1697,1.16541,1.17382,1.17457,1.16281,2020-11-04 08:00:00,420597
3074,414512.0,1.1804,1.17383,1.18191,1.18598,1.17277,2020-11-05 08:00:00,414512
3075,293596.0,1.1865,1.1819,1.18731,1.18909,1.18131,2020-11-06 08:00:00,293596
3076,54950.0,1.189,1.18894,1.18869,1.18953,1.18786,2020-11-08 08:00:00,54950
3077,519214.0,1.1858,1.1887,1.18353,1.19201,1.17953,2020-11-09 08:00:00,519214
3078,356022.0,1.1815,1.18353,1.18229,1.18433,1.17797,2020-11-10 08:00:00,356022
3079,233051.0,1.1778,1.1823,1.17701,1.18282,1.17454,2020-11-11 08:00:00,233051
3080,253864.0,1.18,1.17699,1.18039,1.18232,1.17586,2020-11-12 08:00:00,253864
3081,161717.0,1.182,1.18039,1.18347,1.18375,1.18008,2020-11-13 08:00:00,161717
3082,31825.0,1.1846,1.184,1.18517,1.18548,1.18291,2020-11-15 08:00:00,31825
3083,250737.0,1.1842,1.18518,1.1859,1.18691,1.18141,2020-11-16 08:00:00,250737
3084,207465.0,1.1868,1.1859,1.18682,1.18938,1.18426,2020-11-17 08:00:00,207465
3085,196635.0,1.1865,1.18681,1.18471,1.18911,1.1832,2020-11-18 08:00:00,196635
3086,204685.0,1.1844,1.1847,1.18846,1.18862,1.18161,2020-11-19 08:00:00,204685
3087,159388.0,1.1866,1.18846,1.18555,1.18909,1.18497,2020-11-20 08:00:00,159388
3088,18539.0,1.187,1.18507,1.18731,1.18781,1.18507,2020-11-22 08:00:00,18539
3089,229903.0,1.1859,1.18732,1.18541,1.19061,1.18,2020-11-23 08:00:00,229903
3090,200333.0,1.1874,1.1854,1.19043,1.19102,1.18413,2020-11-24 08:00:00,200333
3091,218620.0,1.1907,1.19043,1.19243,1.19297,1.18819,2020-11-25 08:00:00,218620
3092,122839.0,1.1913,1.19243,1.19245,1.1941,1.18853,2020-11-26 08:00:00,122839
3093,125167.0,1.1936,1.19246,1.19624,1.19639,1.19141,2020-11-27 08:00:00,125167
3094,27457.0,1.1969,1.19599,1.19681,1.19743,1.19599,2020-11-29 08:00:00,27457
3095,229200.0,1.1968,1.19682,1.19576,1.20033,1.19227,2020-11-30 08:00:00,229200
3096,240225.0,1.2013,1.19576,1.20751,1.20838,1.1954,2020-12-01 08:00:00,240225
3097,252106.0,1.2078,1.20751,1.21174,1.21253,1.20401,2020-12-02 08:00:00,252106
3098,243245.0,1.2139,1.21174,1.2142,1.21746,1.21011,2020-12-03 08:00:00,243245
3099,223381.0,1.2154,1.2142,1.21212,1.21776,1.21104,2020-12-04 08:00:00,223381
3100,29843.0,1.213,1.21298,1.21325,1.21402,1.21182,2020-12-06 08:00:00,29843
3101,241707.0,1.2119,1.21326,1.21144,1.21664,1.20785,2020-12-07 08:00:00,241707
3102,234811.0,1.2116,1.21143,1.21289,1.21341,1.20953,2020-12-08 08:00:00,234811
3103,229211.0,1.2101,1.21289,1.20993,1.21474,1.20586,2020-12-09 08:00:00,229211
3104,300503.0,1.212,1.20993,1.21555,1.21603,1.20812,2020-12-10 08:00:00,300503
3105,197962.0,1.2124,1.21555,1.21097,1.2163,1.21054,2020-12-11 08:00:00,197962
3106,29318.0,1.213,1.21401,1.21332,1.21431,1.21157,2020-12-13 08:00:00,29318
3107,202916.0,1.2151,1.21333,1.21466,1.21768,1.21231,2020-12-14 08:00:00,202916
3108,198221.0,1.2151,1.21466,1.21647,1.21689,1.21216,2020-12-15 08:00:00,198221
3109,270941.0,1.2184,1.21648,1.22251,1.22354,1.21251,2020-12-16 08:00:00,270941
3110,211145.0,1.2246,1.22251,1.22408,1.22728,1.2224,2020-12-17 08:00:00,211145
3111,176370.0,1.2247,1.22409,1.22524,1.22688,1.22255,2020-12-18 08:00:00,176370
3112,50186.0,1.2206,1.22179,1.2191,1.22351,1.21786,2020-12-20 08:00:00,50186
3113,346118.0,1.2199,1.21911,1.2223,1.22531,1.21294,2020-12-21 08:00:00,346118
3114,280230.0,1.2201,1.2223,1.2188,1.22572,1.21523,2020-12-22 08:00:00,280230
3115,242159.0,1.2193,1.2188,1.22046,1.2221,1.21603,2020-12-23 08:00:00,242159
3116,96858.0,1.2194,1.22045,1.21794,1.22098,1.21764,2020-12-24 08:00:00,96858
3117,43176.0,1.2202,1.21827,1.22103,1.2216,1.21801,2020-12-27 08:00:00,43176
3118,205327.0,1.2221,1.22104,1.22397,1.22504,1.21914,2020-12-28 08:00:00,205327
3119,210692.0,1.2255,1.22398,1.22851,1.22948,1.22352,2020-12-29 08:00:00,210692
3120,212670.0,1.2284,1.22852,1.22867,1.23101,1.22528,2020-12-30 08:00:00,212670
3121,171986.0,1.2266,1.22866,1.22157,1.23042,1.22149,2020-12-31 08:00:00,171986
3122,57463.0,1.2248,1.22388,1.2249,1.22585,1.22279,2021-01-03 08:00:00,57463
3123,310607.0,1.2273,1.22491,1.2269,1.23099,1.22411,2021-01-04 08:00:00,310607
3124,343204.0,1.2282,1.22689,1.22919,1.23269,1.22541,2021-01-05 08:00:00,343204
3125,400130.0,1.2319,1.22918,1.23247,1.23495,1.22655,2021-01-06 08:00:00,400130
3126,346914.0,1.2272,1.23247,1.22632,1.23257,1.22351,2021-01-07 08:00:00,346914
3127,141575.0,1.2243,1.22689,1.22172,1.22845,1.2191,2021-01-08 08:00:00,141575
3128,2.0,1.2218,1.2216,1.2221,1.2221,1.2216,2021-01-09 08:00:00,2
3129,3887.0,1.2198,1.22108,1.21868,1.22196,1.21819,2021-01-10 08:00:00,3887
3130,124853.0,1.2167,1.21867,1.21605,1.21998,1.21314,2021-01-11 08:00:00,124853
3131,118059.0,1.2163,1.21605,1.22085,1.22094,1.2137,2021-01-12 08:00:00,118059
3132,109414.0,1.2179,1.22084,1.21618,1.22229,1.2139,2021-01-13 08:00:00,109414
3133,119256.0,1.2147,1.21617,1.21507,1.21785,1.211,2021-01-14 08:00:00,119256
3134,103052.0,1.2118,1.21503,1.2075,1.21623,1.20727,2021-01-15 08:00:00,103052
3135,1.0,1.2075,1.2075,1.2075,1.2075,1.2075,2021-01-16 08:00:00,1
3136,3662.0,1.2077,1.20836,1.20661,1.20863,1.20659,2021-01-17 08:00:00,3662
3137,92336.0,1.2072,1.2066,1.2077,1.20868,1.2053,2021-01-18 08:00:00,92336
3138,94415.0,1.2117,1.20774,1.21386,1.2145,1.2076,2021-01-19 08:00:00,94415
3139,100817.0,1.2119,1.21392,1.2115,1.21584,1.2076,2021-01-20 08:00:00,100817
3140,101885.0,1.2144,1.21145,1.21655,1.21729,1.2108,2021-01-21 08:00:00,101885
3141,92392.0,1.217,1.21654,1.21134,1.21896,1.21134,2021-01-22 08:00:00,92392
3142,2237.0,1.2167,1.21669,1.2167,1.21715,1.21606,2021-01-24 08:00:00,2237
3143,103548.0,1.2151,1.21667,1.21426,1.2183,1.2115,2021-01-25 08:00:00,103548
3144,94518.0,1.2145,1.21425,1.2163,1.2176,1.2107,2021-01-26 08:00:00,94518
3145,127137.0,1.2116,1.21632,1.21,1.21698,1.2058,2021-01-27 08:00:00,127137
3146,132903.0,1.2111,1.21029,1.212,1.21421,1.2079,2021-01-28 08:00:00,132903
3147,133202.0,1.2126,1.2121,1.2137,1.21557,1.2093,2021-01-29 08:00:00,133202
3148,3.0,1.2136,1.2136,1.2136,1.2136,1.2136,2021-01-30 08:00:00,3
3149,4911.0,1.2125,1.2136,1.21225,1.2138,1.2119,2021-01-31 08:00:00,4911
3150,116510.0,1.2094,1.21221,1.20676,1.21367,1.2055,2021-02-01 08:00:00,116510
3151,108019.0,1.2047,1.20675,1.20365,1.20879,1.201,2021-02-02 08:00:00,108019
3152,91262.0,1.2028,1.20367,1.20404,1.20502,1.2002,2021-02-03 08:00:00,91262
3153,98924.0,1.1992,1.20412,1.1964,1.2043,1.1956,2021-02-04 08:00:00,98924
3154,94034.0,1.1997,1.1966,1.20401,1.205,1.1951,2021-02-05 08:00:00,94034
3155,3588.0,1.2046,1.20372,1.20482,1.20537,1.20332,2021-02-07 08:00:00,3588
3156,87575.0,1.2041,1.20492,1.20514,1.20661,1.2018,2021-02-08 08:00:00,87575
3157,60506.0,1.209,1.20522,1.21162,1.21216,1.2047,2021-02-09 08:00:00,60506
3158,93052.0,1.2127,1.21167,1.2118,1.21441,1.2107,2021-02-10 08:00:00,93052
3159,73654.0,1.2129,1.2119,1.21304,1.21492,1.2112,2021-02-11 08:00:00,73654
3160,77089.0,1.2111,1.21305,1.21182,1.21331,1.2081,2021-02-12 08:00:00,77089
3161,3.0,1.2119,1.2119,1.2119,1.2119,1.21182,2021-02-13 08:00:00,3
3162,2699.0,1.2122,1.21159,1.21201,1.2125,1.21159,2021-02-14 08:00:00,2699
3163,68545.0,1.2132,1.21201,1.21321,1.2145,1.2115,2021-02-15 08:00:00,68545
3164,98806.0,1.2128,1.21319,1.2088,1.21696,1.2085,2021-02-16 08:00:00,98806
3165,102834.0,1.2058,1.20881,1.20453,1.20981,1.2023,2021-02-17 08:00:00,102834
3166,95826.0,1.2067,1.20453,1.2091,1.2097,1.2034,2021-02-18 08:00:00,95826
3167,89673.0,1.2119,1.20917,1.2109,1.21444,1.2081,2021-02-19 08:00:00,89673
3168,1.0,1.2119,1.2119,1.2119,1.2119,1.2119,2021-02-20 08:00:00,1
3169,2623.0,1.2121,1.21097,1.21243,1.21289,1.21097,2021-02-21 08:00:00,2623
3170,106426.0,1.2134,1.21244,1.21639,1.21694,1.209,2021-02-22 08:00:00,106426
3171,98334.0,1.2155,1.21638,1.21508,1.21802,1.2133,2021-02-23 08:00:00,98334
3172,127599.0,1.2149,1.21507,1.21695,1.21746,1.2109,2021-02-24 08:00:00,127599
3173,154135.0,1.2202,1.21692,1.21576,1.22432,1.2154,2021-02-25 08:00:00,154135
3174,170979.0,1.2124,1.21576,1.20695,1.21827,1.2061,2021-02-26 08:00:00,170979
3175,3971.0,1.2083,1.20665,1.20901,1.20916,1.20665,2021-02-28 08:00:00,3971
3176,117721.0,1.2059,1.20905,1.20485,1.2101,1.20272,2021-03-01 08:00:00,117721
3177,104437.0,1.204,1.20484,1.20848,1.2095,1.19915,2021-03-02 08:00:00,104437
3178,119121.0,1.2072,1.20845,1.20466,1.21129,1.20427,2021-03-03 08:00:00,119121
3179,153628.0,1.2022,1.20464,1.19664,1.20628,1.196,2021-03-04 08:00:00,153628
3180,154991.0,1.1931,1.19668,1.19088,1.19686,1.18932,2021-03-05 08:00:00,154991
3181,4615.0,1.1925,1.19123,1.1926,1.19318,1.19111,2021-03-07 08:00:00,4615
3182,90366.0,1.1881,1.19259,1.18507,1.1932,1.1842,2021-03-08 08:00:00,90366
3183,81147.0,1.1883,1.18514,1.18968,1.19156,1.1834,2021-03-09 08:00:00,81147
3184,93033.0,1.19,1.18967,1.1923,1.193,1.1867,2021-03-10 08:00:00,93033
3185,112210.0,1.1954,1.19242,1.19808,1.199,1.1914,2021-03-11 08:00:00,112210
3186,108721.0,1.1942,1.19809,1.19523,1.19885,1.1908,2021-03-12 08:00:00,108721
3187,3468.0,1.1949,1.1953,1.19497,1.19539,1.19429,2021-03-14 08:00:00,3468
3188,99461.0,1.1932,1.195,1.1925,1.19674,1.1911,2021-03-15 08:00:00,99461
3189,98961.0,1.1918,1.19264,1.19004,1.19519,1.18815,2021-03-16 08:00:00,98961
3190,104763.0,1.1924,1.19021,1.1982,1.19871,1.1884,2021-03-17 08:00:00,104763
3191,124102.0,1.194,1.19825,1.19175,1.19889,1.1905,2021-03-18 08:00:00,124102
3192,101687.0,1.1904,1.19176,1.1946,1.1947,1.1873,2021-03-19 08:00:00,101687
3193,3401.0,1.1884,1.18771,1.18833,1.189,1.18695,2021-03-21 08:00:00,3401
3194,94489.0,1.1912,1.18836,1.19321,1.19467,1.1874,2021-03-22 08:00:00,94489
3195,103070.0,1.1886,1.19323,1.18396,1.1941,1.1835,2021-03-23 08:00:00,103070
3196,101213.0,1.1829,1.18401,1.1813,1.1851,1.1808,2021-03-24 08:00:00,101213
3197,107858.0,1.1798,1.1813,1.17753,1.1828,1.176,2021-03-25 08:00:00,107858
3198,81042.0,1.1786,1.17757,1.1822,1.1823,1.177,2021-03-26 08:00:00,81042
3199,2750.0,1.179,1.17903,1.17872,1.17933,1.1784,2021-03-28 08:00:00,2750
3200,99326.0,1.1777,1.17871,1.17685,1.1794,1.1759,2021-03-29 08:00:00,99326
3201,60654.0,1.1735,1.1768,1.17228,1.1774,1.1711,2021-03-30 08:00:00,60654
3202,101816.0,1.173,1.1722,1.1726,1.17598,1.1702,2021-03-31 08:00:00,101816
3203,97779.0,1.1746,1.1727,1.1777,1.1783,1.1712,2021-04-01 08:00:00,97779
3204,50303.0,1.1771,1.17773,1.1761,1.17865,1.1748,2021-04-02 08:00:00,50303
3205,3651.0,1.1762,1.17477,1.17677,1.17677,1.17477,2021-04-04 08:00:00,3651
3206,74696.0,1.178,1.1768,1.1817,1.182,1.1736,2021-04-05 08:00:00,74696
3207,110055.0,1.1829,1.18169,1.18736,1.18783,1.1794,2021-04-06 08:00:00,110055
3208,115815.0,1.1881,1.18736,1.1871,1.19146,1.1859,2021-04-07 08:00:00,115815
3209,103814.0,1.1889,1.18724,1.19152,1.19273,1.1859,2021-04-08 08:00:00,103814
3210,100379.0,1.1894,1.19151,1.18963,1.19202,1.1866,2021-04-09 08:00:00,100379
3211,1.0,1.19,1.19,1.19,1.19,1.19,2021-04-10 08:00:00,1
3212,2816.0,1.1899,1.18952,1.18954,1.19035,1.18868,2021-04-11 08:00:00,2816
3213,101920.0,1.19,1.18954,1.19116,1.1919,1.18709,2021-04-12 08:00:00,101920
3214,116455.0,1.1915,1.19117,1.19535,1.1956,1.18777,2021-04-13 08:00:00,116455
3215,109812.0,1.1966,1.19538,1.19833,1.19874,1.1949,2021-04-14 08:00:00,109812
3216,109104.0,1.1973,1.19831,1.19685,1.19934,1.1955,2021-04-15 08:00:00,109104
3217,96202.0,1.1975,1.19695,1.19816,1.19946,1.1949,2021-04-16 08:00:00,96202
3218,1.0,1.1982,1.1982,1.1982,1.1982,1.1982,2021-04-17 08:00:00,1
3219,3198.0,1.1971,1.1984,1.1968,1.1984,1.1966,2021-04-18 08:00:00,3198
3220,115483.0,1.2011,1.197,1.204,1.2048,1.1941,2021-04-19 08:00:00,115483
3221,115498.0,1.2049,1.20427,1.20324,1.20798,1.2021,2021-04-20 08:00:00,115498
3222,101913.0,1.2021,1.20325,1.20373,1.20437,1.1997,2021-04-21 08:00:00,101913
3223,122539.0,1.2029,1.20369,1.20144,1.20694,1.1992,2021-04-22 08:00:00,122539
3224,100057.0,1.2055,1.20133,1.20973,1.21,1.2011,2021-04-23 08:00:00,100057
3225,1.0,1.2097,1.2097,1.2097,1.2097,1.2097,2021-04-24 08:00:00,1
3226,2650.0,1.2093,1.20955,1.2089,1.20978,1.2087,2021-04-25 08:00:00,2650
3227,103022.0,1.2092,1.20891,1.20795,1.2117,1.20606,2021-04-26 08:00:00,103022
3228,99615.0,1.2077,1.20794,1.2088,1.2095,1.2055,2021-04-27 08:00:00,99615
3229,120824.0,1.2086,1.20891,1.2134,1.2136,1.2055,2021-04-28 08:00:00,120824
3230,112005.0,1.2122,1.21348,1.2125,1.21498,1.2101,2021-04-29 08:00:00,112005
3231,110989.0,1.2075,1.21244,1.20167,1.21265,1.20117,2021-04-30 08:00:00,110989
3232,1.0,1.202,1.202,1.202,1.202,1.202,2021-05-01 08:00:00,1
3233,2021.0,1.2027,1.20213,1.2025,1.2035,1.20213,2021-05-02 08:00:00,2021
3234,98623.0,1.2048,1.2027,1.20589,1.2076,1.2012,2021-05-03 08:00:00,98623
3235,117055.0,1.2021,1.2059,1.20142,1.20601,1.1998,2021-05-04 08:00:00,117055
3236,103938.0,1.2004,1.20142,1.20075,1.2027,1.1985,2021-05-05 08:00:00,103938
3237,116685.0,1.2039,1.20075,1.20652,1.20715,1.1992,2021-05-06 08:00:00,116685
3238,123629.0,1.2109,1.20653,1.21634,1.21714,1.2052,2021-05-07 08:00:00,123629
3239,2.0,1.2162,1.2163,1.2161,1.2163,1.2161,2021-05-08 08:00:00,2
3240,3334.0,1.217,1.21616,1.21703,1.2177,1.21559,2021-05-09 08:00:00,3334
3241,125610.0,1.2158,1.21703,1.21403,1.21782,1.2126,2021-05-10 08:00:00,125610
3242,135806.0,1.2153,1.21403,1.21439,1.21815,1.2121,2021-05-11 08:00:00,135806
3243,150846.0,1.2106,1.2144,1.2076,1.21521,1.2064,2021-05-12 08:00:00,150846
3244,149781.0,1.208,1.20775,1.20766,1.21061,1.20509,2021-05-13 08:00:00,149781
3245,120630.0,1.2117,1.20767,1.21446,1.21477,1.2069,2021-05-14 08:00:00,120630
